srlkk,metric,sentence
,0,Э.Макрон Германиямен және Еуропа одағымен жұмыс істей алатын білігі бар жалғыз саясаткер саналады.
,0,Ал А.Меркель – ең сенімді саяси тұлға.
"{'verbs': [{'verb': 'тұрған', 'description': {'V': 'тұрған'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Бірақ,', 'Мэйдің,', 'Макрон', 'мен', 'Меркельдің', 'алдында', 'тұрған', 'ауыр', 'шаруаны', 'ең', 'білікті', 'деген', 'басшының', 'орындауы', 'өте', 'қиын.'], 'metric': 0.5}",0,"Бірақ, Мэйдің, Макрон мен Меркельдің алдында тұрған ауыр шаруаны ең білікті деген басшының орындауы өте қиын."
"{'verbs': [{'verb': 'барып', 'description': {'V': 'барып', 'Arg(агенс)': 'шаруа'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'V', 'O']}], 'words': ['Брекзит', 'келіссөздерінен', 'басталатын', 'бұл', 'шаруа', 'еуроаймақ', 'пен', 'Еуроодақты', 'реформалауға', 'барып', 'тіреледі.'], 'metric': 1.0}",0,Брекзит келіссөздерінен басталатын бұл шаруа еуроаймақ пен Еуроодақты реформалауға барып тіреледі.
"{'verbs': [{'verb': '', 'description': {'Arg(тема)': 'туады,', 'Arg(пациенс)': 'қойылған', 'Arg(агенс)': 'туады,'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Брекзит', 'жүзеге', 'асып,', 'Еуроодақ', 'құрамынан', 'интеграцияға', 'қарсы', 'держава', 'шығып', 'кеткен', 'соң', 'француз-герман', 'ынтымақтастығына', 'ерекше', 'мүмкіндік', 'туады,', 'бірақ', 'бұл', 'прогрестің', 'жолына', 'қойылған', 'шынайы', 'кедергілерді', 'алып', 'тастай', 'алмайды.'], 'metric': 0.6}",0,"Брекзит жүзеге асып, Еуроодақ құрамынан интеграцияға қарсы держава шығып кеткен соң француз-герман ынтымақтастығына ерекше мүмкіндік туады, бірақ бұл прогрестің жолына қойылған шынайы кедергілерді алып тастай алмайды."
"{'verbs': [{'verb': '', 'description': {'Arg(субъект восприятия)': 'саясат', 'Arg(тема)': 'саясат'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект восприятия)', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Шынайы', 'жағдайға', 'қарасақ,', 'Еуропаның', 'ең', 'ірі', 'үш', 'елінде', 'қалыптасқан', 'саясат', 'әлі', 'де', 'тым', 'осал', 'болып', 'тұр.'], 'metric': 0.5}",0,"Шынайы жағдайға қарасақ, Еуропаның ең ірі үш елінде қалыптасқан саясат әлі де тым осал болып тұр."
"{'verbs': [{'verb': '', 'description': {'Arg(тема)': 'қолдау'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O']}], 'words': ['Мұнда', 'күшті', 'саяси', 'партия', 'формасындағы', 'институционалдық', 'қолдау', 'жетіспейді.'], 'metric': 0.5}",0,Мұнда күшті саяси партия формасындағы институционалдық қолдау жетіспейді.
"{'verbs': [{'verb': '', 'description': {'Arg(тема)': 'партияның'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O']}], 'words': ['Батыр', 'лидерлерге', 'тым', 'ауыр', 'жүк', 'артып', 'отырғандықтан,', 'мұндай', 'партияның', 'қалыптаса', 'қоюы', 'да', 'қиын.'], 'metric': 0.33}",0,"Батыр лидерлерге тым ауыр жүк артып отырғандықтан, мұндай партияның қалыптаса қоюы да қиын."
"{'verbs': [{'verb': '', 'description': {'Arg(субъект психологического состояния)': 'олардан'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект психологического состояния)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': 'сусыз', 'description': {'V': 'сусыз', 'Arg(тема)': 'олардан', 'Arg(место)': 'ешқандай'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(место)', 'V', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Міндеттердің', 'ауыр', 'әрі', 'сан', 'қырлы', 'екенін,', 'жұрттың', 'олардан', 'өте', 'үлкен', 'үміт', 'күтіп', 'отырғанын', 'ескерсек,', 'лидерлер', 'діттегендерін', 'орындай', 'алмауы', 'ықтимал.', 'Қазір', 'сенімділіктің', 'асау', 'толқынына', 'қарғып', 'мінген', 'Еуропаның', 'орташыл', 'билігі', 'кенеттен', 'өзінің', 'ешқандай', 'сусыз', 'бос', 'кеңістікте', 'қалықтап', 'тұрғанын', 'байқауы', 'мүмкін.'], 'metric': 0.5}",0,"Міндеттердің ауыр әрі сан қырлы екенін, жұрттың олардан өте үлкен үміт күтіп отырғанын ескерсек, лидерлер діттегендерін орындай алмауы ықтимал. Қазір сенімділіктің асау толқынына қарғып мінген Еуропаның орташыл билігі кенеттен өзінің ешқандай сусыз бос кеңістікте қалықтап тұрғанын байқауы мүмкін."
,0,Еуроны құтқаруға бола ма?
,0,НЬЮ-ЙОРК – Еуро жаңа дағдарыстың алдында тұрған тәрізді.
"{'verbs': [{'verb': 'Еуроскептик', 'description': {'V': 'Еуроскептик'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O']}], 'words': ['Еуроаймақтың', 'үшінші', 'ірі', 'экономикасы', '–', 'Италия,', 'жұмсартып', 'айтсақ,', 'Еуроскептик', 'үкіметті', 'таңдады.'], 'metric': 0.5}",0,"Еуроаймақтың үшінші ірі экономикасы – Италия, жұмсартып айтсақ, Еуроскептик үкіметті таңдады."
,0,Бұл ешкімді таңқалдыра қоймас.
,0,"Италияның реакциясы – валюталық реттеудегі олқылықтың көптен күткен (болжанған) салдары. Мұнда басты күш – Германия қажет реформаларға тұсау салып, бұрыннан бар проблемаларды одан сайын ушықтыратын саясат қолданып, отқа май құйып келе жатқан сияқты."
,0,Еуро енгізілгелі Италияның жағдайы оңалмады.
,0,Оның 2016 жылғы шынайы ЖІӨ-сі (инфляцияны ескергендегі) 2001 жылғымен бірдей болды.
,0,"Дегенмен, бүкіл еуроаймақтың жағдайы мәз болған жоқ."
"{'verbs': [{'verb': 'өсті.', 'description': {'V': 'өсті.', 'Arg(тема)': 'ЖІӨ'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'V']}], 'words': ['2008', 'жылдан', '2016', 'жылғы', 'дейін', 'ЖІӨ', 'тек', '3', 'пайызға', 'өсті.'], 'metric': 1.0}",0,2008 жылдан 2016 жылғы дейін ЖІӨ тек 3 пайызға өсті.
"{'verbs': [{'verb': 'пайызға', 'description': {'V': 'пайызға', 'Arg(тема)': 'жылы'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'V', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'V', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': 'пайызға', 'description': {'V': 'пайызға'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Еуро', 'айналымға', 'енгізілген', '2000', 'жылы', 'АҚШ', 'экономикасы', 'еуроаймақтікінен', 'тек', '13', 'пайызға', 'үлкен', 'болса,', '2016', 'жылы', 'ол', '26', 'пайызға', 'ұлғайып', 'кетті.', '2017', 'жылы', 'шамамен', '2.4', 'пайызға', 'өскен', '(бұл', 'он', 'жыл', 'бойғы', 'дімкәстіктің', 'салдарын', 'жоюға', 'жекіліксіз)', 'еуроаймақ', 'қайта', 'кібіртіктей', 'бастады.'], 'metric': 0.75}",0,"Еуро айналымға енгізілген 2000 жылы АҚШ экономикасы еуроаймақтікінен тек 13 пайызға үлкен болса, 2016 жылы ол 26 пайызға ұлғайып кетті. 2017 жылы шамамен 2.4 пайызға өскен (бұл он жыл бойғы дімкәстіктің салдарын жоюға жекіліксіз) еуроаймақ қайта кібіртіктей бастады."
"{'verbs': [{'verb': '', 'description': {'Arg(субъект ментального состояния)': 'ол'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект ментального состояния)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Егер', 'бір', 'елдің', 'жағдайы', 'нашар', 'болса,', 'ол', 'басқаларды', 'кінәлайды,', 'ал', 'бәрінікі', 'нашар', 'болса,', 'онда', 'жүйені', 'кінәлайды.'], 'metric': 0.33}",0,"Егер бір елдің жағдайы нашар болса, ол басқаларды кінәлайды, ал бәрінікі нашар болса, онда жүйені кінәлайды."
,0,"“Еуро: ортақ валюта Еуропаның болашағына қалай қатер төндіреді?” деген кітабымда айтқанымдай, еуро – құрдымға кететін жүйе."
"{'verbs': [{'verb': '', 'description': {'Arg(начальная точка)': 'қолынан', 'Arg(результат)': 'механизмдерін'}, 'tags': ['O', 'O', 'O', 'Arg(результат)', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(начальная точка)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}, {'verb': '', 'description': {'Arg(агенс)': 'олар', 'Arg(тема)': 'саяси'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Ол', 'басты', 'реттеу', 'механизмдерін', '(пайыздық', 'мөлшерлеме', 'мен', 'айырбас', 'бағамын)', 'үкіметтердің', 'қолынан', 'алып', 'қойды.', 'Және', 'елдердегі', 'түрлі', 'проблемаларды', 'шешетін', 'жаңа', 'институттарды', 'құрудың', 'орнына', 'олар', 'дефицит,', 'қарыз', 'және', 'тіпті', 'құрылымдық', 'саясат', 'сияқты', 'өзін-өзі', 'ақтамаған', 'экономикалық', 'және', 'саяси', 'теорияларға', 'негізделген', 'жаңа', 'құрылымдар', 'енгізді.'], 'metric': 0.67}",0,"Ол басты реттеу механизмдерін (пайыздық мөлшерлеме мен айырбас бағамын) үкіметтердің қолынан алып қойды. Және елдердегі түрлі проблемаларды шешетін жаңа институттарды құрудың орнына олар дефицит, қарыз және тіпті құрылымдық саясат сияқты өзін-өзі ақтамаған экономикалық және саяси теорияларға негізделген жаңа құрылымдар енгізді."
"{'verbs': [{'verb': '', 'description': {'Arg(результат)': 'дамуға'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(результат)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Еуро', 'барлық', 'елді', 'ортақ', 'дамуға', 'бастап,', 'өзара', 'ынтымақтастық', 'пен', 'Еуропалық', 'интеграция', 'мақсатына', 'жетелеуі', 'тиіс', 'болған.'], 'metric': 0.33}",0,"Еуро барлық елді ортақ дамуға бастап, өзара ынтымақтастық пен Еуропалық интеграция мақсатына жетелеуі тиіс болған."
"{'verbs': [{'verb': 'нәтиже', 'description': {'V': 'нәтиже', 'Arg(результат)': 'кері'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(результат)', 'V', 'O']}], 'words': ['Іс', 'жүзінде', 'ол', 'дамуды', 'тежеп,', 'араздықты', 'қоздырып,', 'кері', 'нәтиже', 'берді.'], 'metric': 0.67}",0,"Іс жүзінде ол дамуды тежеп, араздықты қоздырып, кері нәтиже берді."
,0,Мәселе алға қалай жылжу керектігі бойынша идеяның жоқтығында емес.
,0,Франция президенті Эммануэль Макрон қыркүйекте Сорбоннада сөйлеген сөзінде және мамыр айында Еуропа бірлігіне қосқан үлесі үшін Ұлы Карл сыйлығын алып тұрғанда да Еуропаның болашағын нақты суреттеп берді.
"{'verbs': [{'verb': '', 'description': {'Arg(ситуация в фокусе)': 'инвестицияны'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(ситуация в фокусе)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Алайда,', 'Германия', 'канцлері', 'Ангела', 'Меркель', 'инвестицияны', 'көп', 'қажет', 'ететін', 'салаларға', 'мардымсыз', 'ақша', 'бөліп,', 'оның', 'құлшынысын', 'су', 'сепкендей', 'басып', 'тастады.'], 'metric': 0.25}",0,"Алайда, Германия канцлері Ангела Меркель инвестицияны көп қажет ететін салаларға мардымсыз ақша бөліп, оның құлшынысын су сепкендей басып тастады."
,0,Кітабымда мен әлсіз елдердің банк жүйелері күйремеуі үшін депозиттерге кепілдік берудің ортақ жүйесін тез арада қалыптастыру керектігін айттым.
"{'verbs': [{'verb': 'жұмыс', 'description': {'V': 'жұмыс', 'Arg(содержание мысли)': 'маңызды'}, 'tags': ['O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'Arg(содержание мысли)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Германия', 'ортақ', 'валюта', 'дұрыс', 'жұмыс', 'істеуі', 'үшін', 'банк', 'одағының', 'маңызды', 'екенін', 'түсінеді,', 'бірақ', 'Әулие', 'Августин', 'сияқты', 'оның', 'жауабы', '“О,', 'Құдай,', 'мені', 'кедей', 'қылшы,', 'бірақ', 'кейінірек”', 'дегенге', 'сайды.'], 'metric': 0.33}",0,"Германия ортақ валюта дұрыс жұмыс істеуі үшін банк одағының маңызды екенін түсінеді, бірақ Әулие Августин сияқты оның жауабы “О, Құдай, мені кедей қылшы, бірақ кейінірек” дегенге сайды."
"{'verbs': [{'verb': 'қалды,', 'description': {'V': 'қалды,'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Банк', 'одағы', 'болашақта', 'жүзеге', 'асырылуы', 'тиіс', 'реформалардың', 'бірі', 'болып', 'қалды,', 'ал', 'мұның', 'қазіргі', 'уақытта', 'қанша', 'қиындық', 'туғызып', 'жатқаны', 'маңызды', 'емес.'], 'metric': 0.5}",0,"Банк одағы болашақта жүзеге асырылуы тиіс реформалардың бірі болып қалды, ал мұның қазіргі уақытта қанша қиындық туғызып жатқаны маңызды емес."
,0,Ортақ валюта аймағындағы басты мәселе – айырбас курсындағы айырмашылықты реттеудің жайы. Қазір осы проблеманы Италия басынан кешіп жатыр.
"{'verbs': [{'verb': '', 'description': {'Arg(причина)': 'және'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(причина)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Германия', '“жұмыссыздықтың', 'жоғары', 'деңгейінен', 'және', 'өсімнің', 'төмендігінен', 'онсыз', 'да', 'зардап', 'шегіп', 'жатқан', 'әлсіз', 'елдерге', 'бар', 'салмақты', 'арта', 'салайық”', 'деп', 'жауап', 'берді.'], 'metric': 0.25}",0,Германия “жұмыссыздықтың жоғары деңгейінен және өсімнің төмендігінен онсыз да зардап шегіп жатқан әлсіз елдерге бар салмақты арта салайық” деп жауап берді.
"{'verbs': [{'verb': 'өсе', 'description': {'V': 'өсе', 'Arg(результат)': 'деңгейге'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(результат)', 'O', 'V', 'O', 'O']}], 'words': ['Тіпті', 'өсімге', 'қайта', 'қол', 'жеткізгеннің', 'өзінде', 'ЖІӨ', 'бұдан', 'ақылды', 'стратегия', 'қабылдағандағы', 'деңгейге', 'дейін', 'өсе', 'алмасы', 'белгілі.'], 'metric': 0.67}",0,Тіпті өсімге қайта қол жеткізгеннің өзінде ЖІӨ бұдан ақылды стратегия қабылдағандағы деңгейге дейін өсе алмасы белгілі.
"{'verbs': [{'verb': 'күшейтіп', 'description': {'V': 'күшейтіп', 'Arg(пациенс)': 'сұранысты'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Жағдайды', 'реттеу', 'үшін', 'үкіметтің', 'инвестициялық', 'бағдарламасы', 'арқасында', 'сұранысты', 'күшейтіп', 'отырған,', 'жалақысы', 'жоғары', 'елдерге', 'көбірек', 'салмақ', 'салу', 'керек.'], 'metric': 1.0}",0,"Жағдайды реттеу үшін үкіметтің инвестициялық бағдарламасы арқасында сұранысты күшейтіп отырған, жалақысы жоғары елдерге көбірек салмақ салу керек."
"{'verbs': [{'verb': '', 'description': {'Arg(стимул)': 'актілерін'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'Arg(стимул)', 'O', 'O', 'O']}], 'words': ['Біз', 'бұл', 'спектакльдің', 'бірінші', 'және', 'екінші', 'актілерін', 'көп', 'рет', 'көргенбіз.'], 'metric': 0.33}",0,Біз бұл спектакльдің бірінші және екінші актілерін көп рет көргенбіз.
"{'verbs': [{'verb': '', 'description': {'Arg(содержание действия)': 'келіссөз'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(содержание действия)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Немістермен', 'жұмыс', 'орындары', 'бойынша,', 'үнемдеу', 'саясаты', 'және', 'оңтайлы', 'құрылымдық', 'реформа', 'бағдарламалары', 'бойынша', 'келіссөз', 'жүргіземіз', 'деп', 'уәде', 'берген', 'жаңа', 'үкімет', 'билікке', 'келеді.'], 'metric': 0.5}",0,"Немістермен жұмыс орындары бойынша, үнемдеу саясаты және оңтайлы құрылымдық реформа бағдарламалары бойынша келіссөз жүргіземіз деп уәде берген жаңа үкімет билікке келеді."
"{'verbs': [{'verb': 'өзгерту', 'description': {'V': 'өзгерту'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O']}], 'words': ['Тіпті', 'Германия', 'орнынан', 'қозғалған', 'күннің', 'өзінде', 'экономика', 'бағытын', 'өзгерту', 'жеткіліксіз.'], 'metric': 0.33}",0,Тіпті Германия орнынан қозғалған күннің өзінде экономика бағытын өзгерту жеткіліксіз.
"{'verbs': [{'verb': 'кетіп', 'description': {'V': 'кетіп', 'Arg(содержание действия)': 'реформаларды', 'Arg(агенс)': 'үкімет', 'Arg(субъект перемещения)': 'үкімет'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(содержание действия)', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'V', 'O']}], 'words': ['Германияға', 'қарсылық', 'күшейіп,', 'тиісті', 'реформаларды', 'жүзеге', 'асырамыз', 'деген', 'оңшыл,', 'орташыл,', 'солшыл', 'үкімет', 'биліктен', 'кетіп', 'тынады.'], 'metric': 1.0}",0,"Германияға қарсылық күшейіп, тиісті реформаларды жүзеге асырамыз деген оңшыл, орташыл, солшыл үкімет биліктен кетіп тынады."
,0,Истеблишментке қарсы партия жеңіске жетеді.
,0,Ел тығырыққа тіреледі.
"{'verbs': [{'verb': 'үнемдеуді', 'description': {'V': 'үнемдеуді', 'Arg(эталон)': 'азаматтар', 'Arg(эффектор)': 'дағдарып', 'Arg(субъект психологического состояния)': 'азаматтар', 'Arg(агенс)': 'азаматтар'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(эффектор)', 'O', 'Arg(эталон)', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O']}], 'words': ['Бүкіл', 'еуроаймақта', 'саяси', 'басшылар', 'дағдарып', 'тұр:', 'азаматтар', 'Еуроодақта', 'қала', 'беруді', 'қалайды,', 'бірақ', 'үнемдеуді', 'доғарып,', 'гүлденуді', 'көздейді.'], 'metric': 0.83}",0,"Бүкіл еуроаймақта саяси басшылар дағдарып тұр: азаматтар Еуроодақта қала беруді қалайды, бірақ үнемдеуді доғарып, гүлденуді көздейді."
,0,Оларға “мұның екеуіне бір мезетте қол жеткізу мүмкін емес” деді.
"{'verbs': [{'verb': 'қала', 'description': {'V': 'қала', 'Arg(тема)': 'үкіметтер', 'Arg(эталон)': 'Еуропадағылардың'}, 'tags': ['O', 'O', 'O', 'Arg(эталон)', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'V', 'O', 'V', 'O', 'O', 'O', 'O']}], 'words': ['Бір', 'кездері', 'Солтүстік', 'Еуропадағылардың', 'ұстанымын', 'өзгертемін', 'деп', 'жүрген', 'үкіметтер', 'бұрынғы', 'бағытында', 'қала', 'береді,', 'ал', 'халықтың', 'жағдайы', 'нашарлай', 'түседі.'], 'metric': 0.5}",0,"Бір кездері Солтүстік Еуропадағылардың ұстанымын өзгертемін деп жүрген үкіметтер бұрынғы бағытында қала береді, ал халықтың жағдайы нашарлай түседі."
,0,Португалия премьер-министрі Антонио Костаның социалистер басқарған үкіметі бұл стандартқа сыймайды.
"{'verbs': [{'verb': '', 'description': {'Arg(говорящий)': 'пайыз', 'Arg(сфера)': 'зерттеу', 'Arg(тема)': 'халықтың'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(говорящий)', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'O', 'Arg(сфера)', 'O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Коста', 'өз', 'елін', 'даму', 'жолына', 'қайта', 'шығарып', '(2017', 'жылы', '2,7', 'пайыз', 'болды),', 'халықтың', 'ықыласына', 'бөленді', '(2018', 'жылғы', 'сәуірдегі', 'зерттеу', 'бойынша,', 'португалдардың', '44', 'пайызы', 'үкімет', 'халық', 'күткендегіден', 'де', 'жақсы', 'жұмыс', 'істеп', 'жатыр', 'деген).'], 'metric': 0.5}",0,"Коста өз елін даму жолына қайта шығарып (2017 жылы 2,7 пайыз болды), халықтың ықыласына бөленді (2018 жылғы сәуірдегі зерттеу бойынша, португалдардың 44 пайызы үкімет халық күткендегіден де жақсы жұмыс істеп жатыр деген)."
"{'verbs': [{'verb': 'ерекшеленіп', 'description': {'V': 'ерекшеленіп'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'V']}], 'words': ['Ал', 'Италия', '–', 'мүлде', 'басқа', 'жағынан', 'ерекшеленіп', 'тұрған', 'ел.'], 'metric': 0.5}",0,Ал Италия – мүлде басқа жағынан ерекшеленіп тұрған ел.
,0,Мұнда оңшылдар мен солшылдар тарапынан еуроға деген қарсылық бірден байқалып тұр.
"{'verbs': [{'verb': 'орындай', 'description': {'V': 'орындай', 'Arg(конечная точка)': 'тәжірибелі', 'Arg(место)': 'орындай'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(конечная точка)', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Әсіреоңшыл', '“Лига”', 'партиясымен', 'билікке', 'келген', 'тәжірибелі', 'саясаткер', 'Маттео', 'Салвини', 'басқа', 'жердегі', 'неофиттер', 'орындай', 'алмай', 'жүрген', 'қауіпті', 'нәрселерді', 'жүзеге', 'асыруы', 'мүмкін.'], 'metric': 0.6}",0,Әсіреоңшыл “Лига” партиясымен билікке келген тәжірибелі саясаткер Маттео Салвини басқа жердегі неофиттер орындай алмай жүрген қауіпті нәрселерді жүзеге асыруы мүмкін.
"{'verbs': [{'verb': 'жүйесін', 'description': {'V': 'жүйесін', 'Arg(пациенс)': 'валюта'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'V', 'O', 'O', 'O', 'O', 'O']}], 'words': ['Мықты', 'да', 'креативті', 'экономистері', 'бар', 'үлкен', 'ел', 'ретінде', 'Италия', 'икемді', 'қос', 'валюта', 'жүйесін', 'енгізіп,', 'дамуға', 'жол', 'ашуы', 'ықтимал.'], 'metric': 1.0}",0,"Мықты да креативті экономистері бар үлкен ел ретінде Италия икемді қос валюта жүйесін енгізіп, дамуға жол ашуы ықтимал."
"{'verbs': [{'verb': 'кетуден', 'description': {'V': 'кетуден', 'Arg(содержание мысли)': 'тоқырауына', 'Arg(потенциальный пациенс)': 'оның'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(потенциальный пациенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(содержание мысли)', 'O', 'O', 'O', 'Arg(потенциальный пациенс)', 'O', 'V', 'O', 'O']}], 'words': ['Бұл', 'еуро', 'ережесін', 'бұзып,', 'оның', 'барлық', 'салдарын', 'де-юре', 'Брюссель', 'мен', 'Франкфуртқа', 'қарай', 'ығыстырып,', 'Еуроодақтың', 'тоқырауына', 'үміт', 'еткен', 'Итвлия', 'оны', 'ыдырап', 'кетуден', 'құтқаруы', 'мүмкін.'], 'metric': 0.43}",0,"Бұл еуро ережесін бұзып, оның барлық салдарын де-юре Брюссель мен Франкфуртқа қарай ығыстырып, Еуроодақтың тоқырауына үміт еткен Итвлия оны ыдырап кетуден құтқаруы мүмкін."
,0,"Нәтиже қандай болса да, еуроаймақ тесік астауды ұстап қалары анық."
,0,Жағдайды бұған жеткізбеуге болады.
"{'verbs': [{'verb': 'сақтап', 'description': {'V': 'сақтап', 'Arg(содержание действия)': 'гуманизм'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'Arg(содержание действия)', 'O', 'O', 'O', 'O', 'V', 'O', 'O']}], 'words': ['Германия', 'мен', 'Солтүстік', 'Еуропадағы', 'басқа', 'елдер', 'гуманизм', 'мен', 'икемділік', 'танытып,', 'еуроны', 'сақтап', 'қала', 'алады.'], 'metric': 0.5}",0,"Германия мен Солтүстік Еуропадағы басқа елдер гуманизм мен икемділік танытып, еуроны сақтап қала алады."
